Soil_Type,Soil_pH,Soil_Moisture,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Crop_Type,Recommended_Fertilizer
Clay,6.28,21.57,34,33,41,17.56,78.58,Potato,Urea
Clay,8.37,22.59,104,26,112,31.74,35.44,Cotton,DAP
Sandy,6.78,33.33,57,65,50,33.58,48.83,Cotton,Urea
Sandy,7.95,54.89,56,61,23,11.24,33.34,Sugarcane,Urea
Clay,5.06,17.48,141,80,57,11.8,61.01,Tomato,Compost
Clay,6.78,51.3,35,29,57,37.52,46.77,Cotton,Urea
Silt,7.97,24.57,20,38,100,19.93,34.4,Potato,Urea
Silt,6.83,50.43,56,84,95,15.8,76.32,Sugarcane,Urea
Clay,7.37,56.01,64,59,47,13.69,35.47,Potato,Zinc Sulphate
Silt,5.99,31.37,102,24,16,24.28,46.29,Maize,DAP
Silt,4.87,28.25,42,40,42,33.13,76.3,Maize,Urea
Loamy,6.33,50.11,113,22,116,25.63,60.69,Tomato,DAP
Silt,6.08,36.47,100,65,114,10.62,79.03,Sugarcane,MOP
Sandy,7.97,44.22,85,28,106,24.52,54.87,Maize,DAP
Silt,5.48,41.14,158,79,33,19.35,78.89,Wheat,MOP
Silt,8.37,17.64,77,37,35,30.49,62.29,Wheat,DAP
Clay,8.33,52.24,48,31,59,25.71,35.28,Rice,Urea
Sandy,5.49,19.79,102,37,51,38.96,58.29,Sugarcane,DAP
Silt,5.89,56.61,148,89,104,27.94,63.21,Cotton,NPK
Silt,8.08,22.53,152,42,100,28.97,66.73,Cotton,Zinc Sulphate
Loamy,8.37,46.69,134,54,22,25.61,85.67,Rice,MOP
Silt,6.27,24.23,53,57,40,19.33,41.01,Wheat,Urea
Silt,5.78,25.89,144,72,105,28.92,66.36,Sugarcane,Compost
Loamy,6.6,25.5,97,35,32,19.99,75.12,Rice,DAP
Clay,7.25,47.39,38,10,46,31.52,83.4,Wheat,Urea
Silt,5.59,37.84,107,71,113,17.11,61.52,Sugarcane,Compost
Loamy,7.45,54.15,100,81,118,21.03,42.84,Maize,Zinc Sulphate
Sandy,4.71,25.37,114,12,68,27.51,79.06,Wheat,DAP
Clay,4.7,44.6,91,86,67,28.85,84.3,Sugarcane,Compost
Sandy,6.05,47.65,57,14,25,30.06,36.38,Wheat,Urea
Sandy,5.91,17.57,59,54,48,31.01,43.78,Tomato,Urea
Loamy,5.76,30.03,139,21,81,19.55,82.29,Wheat,DAP
Silt,6.46,34.14,107,57,91,36.78,59.06,Tomato,DAP
Loamy,5.78,27.78,109,23,100,10.9,40.15,Rice,DAP
Loamy,5.27,26.11,49,62,18,15.65,68.72,Tomato,Urea
Loamy,5.74,44.32,151,54,73,12.1,57.5,Tomato,MOP
Loamy,8.4,20.79,152,41,101,30.15,88.08,Maize,Zinc Sulphate
Clay,6.14,45.47,85,39,31,18.21,43.36,Tomato,DAP
Silt,6.28,56.75,114,21,84,15.97,51.73,Potato,DAP
Sandy,6.81,38.26,46,53,63,24.42,39.97,Potato,Urea
Sandy,8.43,40.57,75,34,31,28.57,32.98,Tomato,DAP
Silt,5.47,13.45,64,51,23,28.58,46.43,Sugarcane,MOP
Sandy,7.23,53.22,87,30,96,26.72,79.19,Wheat,DAP
Silt,7.36,24.27,24,70,75,39.76,46.03,Cotton,Urea
Sandy,6.93,40.75,127,75,88,35.81,71.78,Tomato,Zinc Sulphate
Loamy,4.85,58.96,66,30,59,17.17,61.56,Maize,DAP
Sandy,7.21,39.78,152,35,14,32.76,61.18,Wheat,DAP
Silt,4.76,46.24,24,41,102,27.08,76.89,Cotton,Urea
Silt,6.88,32.27,140,26,106,12.12,67.07,Rice,DAP
Silt,7.46,13.02,92,13,117,11.49,39.59,Tomato,DAP
Silt,5.34,49.88,66,48,103,33.99,43.25,Sugarcane,Compost
Silt,7.87,11.75,23,24,119,26.35,62.63,Maize,Urea
Clay,4.62,45.03,110,42,26,27.14,80.72,Maize,MOP
Clay,7.88,11.15,84,70,10,20.09,39.14,Sugarcane,MOP
Sandy,6.34,53.12,115,23,23,37.91,36.41,Wheat,DAP
Silt,5.37,17.88,99,56,64,31.4,61.05,Sugarcane,Compost
Sandy,5.04,35.71,106,11,117,37.83,41.32,Sugarcane,DAP
Silt,8.31,39.86,80,75,26,12.98,89.65,Maize,MOP
Silt,4.79,32.88,119,57,18,27.51,30.26,Wheat,MOP
Clay,5.3,27.04,138,73,108,29.13,56.93,Sugarcane,Compost
Clay,5.89,33.39,128,75,104,13.78,39.75,Potato,NPK
Loamy,6.98,25.57,155,57,21,20.39,70.86,Potato,MOP
Clay,6.68,31.91,101,27,118,16.44,67.81,Wheat,DAP
Loamy,5.0,27.95,32,60,75,39.53,78.42,Rice,Urea
Loamy,5.66,38.31,62,13,24,26.3,63.8,Tomato,DAP
Loamy,5.46,21.9,111,42,43,19.46,41.36,Potato,Compost
Loamy,5.35,59.43,39,32,46,29.93,33.2,Maize,Urea
Loamy,6.14,35.04,67,62,62,29.79,73.33,Maize,Compost
Sandy,7.32,19.71,119,22,50,20.42,56.4,Rice,DAP
Clay,5.37,33.85,38,80,103,39.82,43.33,Sugarcane,Urea
Loamy,5.97,53.32,88,67,87,34.27,45.11,Rice,Zinc Sulphate
Silt,6.06,11.09,36,72,118,22.01,38.94,Rice,Urea
Clay,8.41,43.98,55,74,13,29.8,47.01,Maize,Urea
Clay,8.32,37.4,101,51,17,31.32,77.52,Cotton,MOP
Loamy,7.7,18.48,89,49,96,15.21,67.24,Maize,MOP
Sandy,5.47,50.87,135,30,80,36.34,89.24,Rice,DAP
Loamy,4.77,28.44,20,89,26,34.78,61.46,Maize,Urea
Sandy,5.77,24.69,100,42,31,32.67,61.29,Cotton,MOP
Silt,5.57,51.41,149,79,111,16.68,41.48,Rice,DAP
Clay,6.52,41.93,54,51,99,14.09,65.19,Tomato,Urea
Silt,7.61,54.91,146,46,17,15.42,66.5,Maize,MOP
Sandy,7.93,41.49,46,81,31,12.79,42.39,Sugarcane,Urea
Sandy,7.88,47.04,65,10,49,38.21,35.28,Rice,DAP
Silt,5.94,51.82,27,86,118,35.54,52.13,Tomato,Urea
Sandy,7.25,12.74,112,35,31,12.72,40.33,Cotton,DAP
Silt,5.75,48.8,91,89,113,30.34,60.19,Maize,Urea
Clay,4.74,40.69,133,48,14,17.37,61.57,Rice,MOP
Silt,7.31,13.48,110,56,18,10.52,66.49,Maize,MOP
Clay,4.54,35.43,45,65,69,18.77,66.17,Potato,Urea
Silt,6.14,14.12,122,67,29,23.2,70.49,Wheat,MOP
Sandy,5.82,46.8,81,37,95,10.6,43.83,Potato,DAP
Silt,7.27,37.33,113,66,43,19.71,73.85,Rice,NPK
Sandy,7.56,57.68,80,80,108,31.01,61.49,Rice,NPK
Silt,5.72,19.16,87,81,45,16.85,56.24,Wheat,DAP
Silt,7.75,40.3,48,54,92,24.55,68.87,Tomato,Urea
Loamy,5.68,20.58,65,74,101,36.63,60.08,Maize,NPK
Sandy,6.29,40.7,120,13,80,10.85,61.54,Sugarcane,DAP
Loamy,7.41,46.13,109,70,114,33.57,31.39,Sugarcane,Zinc Sulphate
Sandy,7.27,46.12,152,70,47,21.52,78.12,Sugarcane,MOP
Loamy,8.45,50.75,107,52,76,26.23,55.45,Potato,Zinc Sulphate
Clay,5.4,52.68,146,28,41,16.93,61.08,Wheat,DAP
Silt,7.15,13.86,126,10,55,27.37,53.39,Potato,DAP
Sandy,6.94,27.16,85,28,118,31.92,63.09,Cotton,DAP
Sandy,8.16,44.36,65,60,104,16.05,33.24,Rice,Zinc Sulphate
Silt,5.13,34.93,27,73,118,20.3,53.03,Potato,Urea
Sandy,7.51,19.53,120,72,34,27.02,70.12,Cotton,MOP
Sandy,6.77,37.64,152,38,73,22.5,86.31,Tomato,DAP
Loamy,5.6,30.37,92,28,42,18.79,80.95,Potato,DAP
Sandy,6.4,29.5,142,52,56,23.55,87.77,Rice,Zinc Sulphate
Clay,5.84,50.49,62,79,78,18.72,76.89,Potato,Zinc Sulphate
Clay,6.82,30.38,142,48,38,19.06,67.96,Potato,MOP
Silt,8.06,11.32,67,32,68,28.32,55.4,Tomato,DAP
Sandy,6.78,12.9,26,10,40,24.31,37.39,Cotton,Urea
Silt,7.03,52.81,59,70,35,30.31,45.05,Cotton,Urea
Clay,6.57,58.03,51,88,72,35.12,46.27,Wheat,Urea
Sandy,4.7,44.42,124,34,67,38.29,55.67,Wheat,DAP
Sandy,5.43,28.22,113,13,94,14.54,66.59,Cotton,DAP
Silt,6.47,56.93,130,10,107,28.79,67.12,Rice,DAP
Clay,5.74,43.14,108,49,110,27.47,57.33,Tomato,Compost
Sandy,5.23,52.22,96,30,58,36.01,46.48,Maize,DAP
Silt,6.52,48.29,28,52,74,36.88,33.39,Cotton,Urea
Clay,5.79,28.96,156,19,68,32.82,89.33,Wheat,DAP
Silt,5.53,33.94,83,75,71,27.86,86.37,Tomato,SSP
Loamy,6.36,19.31,110,26,77,15.98,40.98,Rice,DAP
Sandy,5.03,24.6,114,22,56,18.3,66.32,Maize,DAP
Loamy,8.21,48.91,112,19,31,28.08,47.74,Cotton,DAP
Clay,7.97,54.7,113,61,89,14.18,41.67,Potato,Zinc Sulphate
Loamy,7.33,46.22,143,19,118,15.52,71.06,Potato,DAP
Loamy,4.92,33.26,89,56,73,37.34,77.17,Wheat,Compost
Clay,7.6,14.33,122,18,55,38.69,54.4,Sugarcane,DAP
Silt,7.73,12.85,83,55,68,10.16,33.54,Rice,NPK
Loamy,7.57,28.72,114,77,41,35.87,54.09,Maize,Urea
Silt,4.96,33.19,31,63,107,38.14,61.93,Wheat,Urea
Loamy,7.08,40.46,67,77,94,25.77,83.59,Sugarcane,NPK
Silt,7.84,10.32,82,13,100,23.47,69.41,Cotton,DAP
Clay,6.81,59.49,25,84,115,37.56,72.63,Rice,Urea
Loamy,7.09,28.2,64,10,46,10.23,42.16,Maize,DAP
Clay,6.33,52.4,109,68,76,35.21,73.22,Wheat,NPK
Loamy,6.61,36.75,120,34,61,18.9,60.11,Tomato,DAP
Clay,4.64,16.52,123,18,52,29.23,79.22,Potato,DAP
Clay,7.06,49.88,150,34,118,19.7,42.98,Cotton,DAP
Loamy,4.83,45.49,146,80,43,25.69,60.89,Wheat,Compost
Loamy,6.24,36.37,149,35,70,34.25,42.57,Tomato,DAP
Loamy,5.67,35.73,39,65,80,15.44,47.15,Sugarcane,Urea
Sandy,6.68,14.37,58,58,102,29.92,79.93,Potato,Urea
Silt,5.03,42.79,159,74,76,36.95,71.27,Cotton,Compost
Sandy,7.27,55.56,55,70,54,37.03,73.71,Wheat,Urea
Sandy,7.68,14.66,111,18,111,36.82,34.11,Rice,DAP
Clay,5.15,23.18,28,19,50,25.55,73.73,Rice,Urea
Loamy,4.92,55.12,63,20,61,33.03,59.48,Maize,DAP
Silt,5.08,24.22,94,45,75,23.41,57.55,Rice,Compost
Clay,8.01,42.7,72,65,21,23.8,54.76,Rice,MOP
Sandy,6.61,36.74,49,41,24,18.52,81.11,Maize,Urea
Loamy,6.37,39.82,134,81,25,18.56,40.65,Tomato,MOP
Clay,4.93,30.79,85,44,12,11.13,78.85,Cotton,MOP
Loamy,7.1,25.0,57,13,36,25.94,85.7,Tomato,Urea
Clay,7.97,12.43,57,71,119,19.26,40.09,Potato,Urea
Loamy,7.81,47.21,74,72,32,15.63,89.98,Wheat,MOP
Sandy,7.0,47.3,95,17,73,13.65,89.43,Cotton,DAP
Silt,4.8,43.54,135,85,42,20.41,67.28,Wheat,Compost
Sandy,4.95,42.18,104,78,57,36.97,46.11,Rice,Compost
Silt,4.7,22.19,42,70,100,25.49,55.78,Sugarcane,Urea
Loamy,5.53,11.12,115,72,97,26.71,40.22,Maize,NPK
Clay,5.04,50.44,68,70,64,11.63,37.21,Tomato,Compost
Sandy,5.54,34.56,132,46,111,25.6,72.24,Potato,Compost
Silt,6.04,25.34,133,13,36,30.03,64.79,Cotton,DAP
Sandy,8.27,15.1,64,65,56,14.52,63.81,Wheat,Zinc Sulphate
Silt,6.94,13.14,115,52,40,39.51,44.87,Sugarcane,NPK
Sandy,7.84,27.44,68,30,88,37.45,44.09,Wheat,DAP
Silt,7.34,50.24,21,67,44,39.79,89.38,Maize,Urea
Silt,4.95,55.94,122,25,45,20.81,67.73,Cotton,DAP
Loamy,7.44,54.84,78,62,33,34.67,79.17,Potato,MOP
Silt,5.6,56.0,79,27,26,19.86,52.71,Maize,DAP
Loamy,7.06,55.39,41,66,54,32.47,80.62,Potato,Urea
Silt,5.86,36.36,108,47,107,38.43,73.34,Cotton,MOP
Clay,8.49,20.97,125,41,71,14.65,51.01,Maize,Zinc Sulphate
Clay,5.55,49.9,72,28,10,14.21,73.06,Cotton,DAP
Clay,5.62,20.69,38,57,29,13.13,85.54,Tomato,Urea
Silt,8.22,23.36,68,83,79,33.95,42.82,Tomato,Zinc Sulphate
Loamy,4.6,21.66,36,35,78,30.0,62.86,Rice,Urea
Loamy,7.29,35.75,146,54,73,25.67,88.0,Cotton,SSP
Silt,7.4,26.09,38,54,102,33.22,79.28,Rice,Urea
Clay,7.85,17.71,49,24,79,35.5,67.22,Sugarcane,Urea
Clay,8.4,32.66,97,27,59,38.49,34.19,Tomato,DAP
Loamy,8.4,53.7,125,40,62,16.04,54.38,Cotton,Zinc Sulphate
Clay,4.76,38.53,83,24,106,23.25,69.05,Wheat,DAP
Sandy,7.79,53.92,51,24,118,37.69,54.58,Cotton,Urea
Loamy,7.09,19.79,55,74,47,23.84,89.83,Cotton,Urea
Clay,7.09,18.35,29,55,61,24.63,75.2,Sugarcane,Urea
Loamy,5.01,38.78,78,84,102,38.27,41.22,Wheat,Compost
Sandy,7.1,33.17,121,25,117,32.04,59.42,Rice,DAP
Loamy,8.43,43.01,137,64,70,26.56,53.04,Potato,Zinc Sulphate
Loamy,8.15,49.73,30,39,83,20.72,65.63,Cotton,Urea
Loamy,6.26,47.57,98,50,105,37.46,56.79,Cotton,Urea
Loamy,4.66,57.11,110,76,34,10.27,44.27,Wheat,MOP
Sandy,5.95,29.91,121,26,101,19.63,73.46,Tomato,DAP
Silt,7.81,20.32,148,35,38,38.38,36.4,Sugarcane,DAP
Loamy,7.31,37.55,33,82,44,24.95,61.93,Tomato,Urea
Loamy,6.34,15.54,150,73,56,28.72,48.61,Tomato,SSP
Clay,4.72,24.44,49,67,66,25.98,87.99,Wheat,Urea
Loamy,6.21,20.39,148,84,41,21.92,48.21,Potato,Zinc Sulphate
Clay,6.38,29.83,124,12,55,29.96,50.46,Wheat,DAP
Silt,8.21,15.56,62,37,45,32.99,72.43,Maize,DAP
Sandy,7.06,11.59,57,13,80,20.93,37.71,Rice,Urea
Sandy,5.75,42.84,108,49,19,27.72,49.48,Tomato,MOP
Silt,6.6,40.51,63,84,55,12.48,71.75,Sugarcane,MOP
Sandy,4.76,45.42,128,66,107,26.43,31.85,Tomato,Compost
Silt,8.39,43.02,74,74,106,32.43,48.66,Cotton,Zinc Sulphate
Silt,5.94,15.71,74,56,35,27.56,30.5,Tomato,MOP
Silt,6.41,24.55,97,89,57,36.35,39.01,Tomato,NPK
Sandy,5.92,16.48,126,43,57,18.59,66.25,Tomato,NPK
Clay,7.23,52.15,76,54,22,24.75,57.4,Sugarcane,MOP
Silt,7.15,47.35,149,41,39,12.62,39.36,Potato,MOP
Loamy,7.36,20.08,143,53,105,31.0,34.68,Tomato,NPK
Sandy,5.57,27.07,68,20,106,23.29,33.38,Potato,DAP
Silt,5.76,58.33,83,45,79,25.91,35.12,Sugarcane,NPK
Silt,5.0,39.71,106,22,109,13.85,35.76,Potato,DAP
Loamy,7.12,50.06,155,66,75,39.92,35.18,Wheat,Urea
Clay,4.66,23.23,88,34,16,33.16,33.3,Cotton,DAP
Clay,6.89,20.5,81,79,65,22.02,71.82,Cotton,NPK
Clay,7.98,49.2,140,46,39,27.1,86.48,Tomato,MOP
Silt,8.06,44.29,71,13,119,28.56,81.36,Maize,DAP
Silt,6.3,44.05,52,35,64,38.82,45.95,Cotton,Urea
Silt,6.34,37.63,39,22,99,33.05,42.26,Maize,Urea
Sandy,4.81,38.18,131,81,98,20.49,32.87,Potato,Compost
Loamy,7.18,46.78,56,60,42,39.33,39.36,Potato,Urea
Silt,7.79,23.5,125,56,51,19.05,64.07,Tomato,Compost
Loamy,5.48,27.64,124,42,15,27.31,89.89,Wheat,MOP
Loamy,6.19,53.58,70,89,17,31.02,81.54,Rice,MOP
Clay,7.86,25.44,48,51,82,18.13,60.9,Tomato,Urea
Sandy,8.01,37.32,156,40,84,38.69,55.41,Potato,Zinc Sulphate
Silt,5.47,45.13,105,49,97,16.48,38.87,Sugarcane,Compost
Clay,6.7,60.0,59,25,79,23.25,55.12,Sugarcane,Urea
Clay,5.27,31.76,119,65,49,15.4,65.69,Cotton,Compost
Silt,4.91,31.4,42,83,65,36.25,65.73,Cotton,Urea
Loamy,8.14,52.13,122,45,89,16.65,63.45,Sugarcane,Zinc Sulphate
Clay,7.78,50.28,27,89,26,11.04,79.44,Rice,Urea
Loamy,7.54,46.55,93,65,97,11.17,60.61,Rice,NPK
Sandy,4.7,33.16,83,57,16,22.41,58.37,Tomato,MOP
Loamy,7.87,26.2,112,89,49,25.68,48.35,Rice,Zinc Sulphate
Sandy,6.25,40.44,139,67,113,11.25,40.81,Cotton,NPK
Loamy,5.87,53.81,128,24,67,12.79,30.08,Potato,DAP
Clay,6.69,54.19,115,81,71,12.92,49.33,Cotton,DAP
Clay,4.87,15.42,99,24,100,30.06,67.98,Potato,DAP
Sandy,7.53,31.42,122,30,83,18.99,63.53,Rice,DAP
Silt,6.83,33.24,36,73,63,26.88,61.83,Sugarcane,Urea
Sandy,5.25,58.88,39,16,18,12.21,76.34,Maize,Urea
Sandy,5.25,43.9,134,61,60,36.76,43.97,Sugarcane,Compost
Loamy,5.24,30.36,31,28,19,19.13,70.71,Potato,Urea
Loamy,4.73,11.3,143,55,58,33.35,66.43,Maize,Compost
Sandy,6.85,38.27,141,47,39,34.8,50.34,Potato,MOP
Clay,7.86,14.8,91,22,18,39.64,43.11,Rice,DAP
Loamy,4.57,51.72,104,53,55,32.23,63.76,Cotton,Compost
Silt,4.7,47.63,129,31,35,23.28,86.71,Rice,DAP
Loamy,6.79,33.03,37,80,73,14.58,34.58,Wheat,Urea
Loamy,7.78,31.46,48,44,43,11.44,87.18,Tomato,Urea
Silt,5.81,54.87,154,12,108,36.59,57.89,Tomato,DAP
Sandy,5.9,24.42,59,25,36,23.4,72.6,Tomato,Urea
Silt,6.89,22.45,120,54,93,32.5,78.19,Cotton,NPK
Sandy,5.6,56.96,139,25,97,24.89,39.09,Maize,DAP
Sandy,4.61,50.46,153,75,36,36.39,32.7,Tomato,MOP
Sandy,7.44,51.03,74,47,50,32.49,37.71,Cotton,SSP
Silt,7.0,19.76,92,33,92,12.56,50.46,Tomato,DAP
Sandy,6.82,17.16,107,59,27,32.56,87.39,Rice,MOP
Clay,7.47,11.3,144,66,59,18.0,32.57,Maize,NPK
Silt,7.2,21.85,41,65,52,33.19,85.19,Wheat,Urea
Clay,5.32,48.71,69,75,50,38.46,63.68,Sugarcane,Compost
Sandy,5.91,22.0,46,87,85,37.9,36.14,Wheat,Urea
Loamy,5.0,46.46,67,86,113,13.75,39.16,Tomato,Compost
Sandy,5.02,22.6,85,82,27,11.64,71.36,Tomato,MOP
Clay,7.2,29.76,149,71,70,33.31,66.51,Sugarcane,Zinc Sulphate
Clay,7.93,59.16,65,23,81,31.3,40.05,Tomato,DAP
Silt,8.35,22.24,90,75,109,15.29,84.26,Cotton,Zinc Sulphate
Loamy,7.01,28.82,147,69,111,30.54,37.97,Rice,Urea
Silt,5.24,25.05,30,30,62,10.46,60.69,Rice,Urea
Clay,4.92,15.48,45,44,89,28.93,61.7,Tomato,Urea
Sandy,7.75,34.49,68,39,62,34.97,82.23,Sugarcane,DAP
Loamy,6.82,28.93,82,48,22,29.26,31.33,Rice,MOP
Sandy,6.97,44.74,40,34,35,11.96,38.19,Cotton,Urea
Sandy,7.63,50.88,98,53,99,39.73,40.24,Wheat,Compost
Loamy,7.31,37.21,99,68,65,20.68,33.77,Cotton,NPK
Silt,7.84,11.61,28,15,94,21.41,67.89,Cotton,Urea
Sandy,4.72,40.95,135,12,70,12.54,43.78,Wheat,DAP
Clay,7.49,12.77,139,45,59,15.01,64.6,Tomato,Zinc Sulphate
Sandy,7.9,40.82,74,10,30,18.14,76.96,Potato,DAP
Loamy,5.64,44.25,60,43,17,33.98,54.51,Maize,MOP
Loamy,7.06,19.89,25,74,106,30.75,76.13,Maize,Urea
Loamy,5.76,50.97,20,35,79,27.51,76.67,Sugarcane,Urea
Silt,8.33,55.55,114,27,73,35.92,45.81,Sugarcane,DAP
Sandy,4.63,50.65,152,45,59,39.93,30.94,Maize,Compost
Silt,6.82,25.26,45,15,11,21.54,36.2,Potato,Urea
Silt,5.17,39.33,20,84,81,21.74,79.41,Maize,Urea
Loamy,7.35,55.74,20,53,79,32.08,54.32,Cotton,Urea
Loamy,5.2,26.03,112,49,15,29.33,80.35,Tomato,MOP
Silt,5.44,51.0,57,39,31,10.4,62.85,Rice,Urea
Sandy,6.48,10.47,60,87,98,29.66,41.84,Sugarcane,Compost
Clay,8.16,10.18,152,83,55,31.59,72.73,Rice,Zinc Sulphate
Silt,5.35,47.99,82,40,104,39.58,63.49,Wheat,Compost
Sandy,5.08,48.07,105,67,70,27.6,51.11,Maize,Compost
Loamy,7.54,49.45,103,64,44,30.53,35.26,Cotton,MOP
Loamy,6.5,56.5,159,45,71,33.66,36.14,Wheat,NPK
Sandy,8.15,15.9,153,88,78,12.88,41.31,Sugarcane,Zinc Sulphate
Clay,5.09,21.6,128,39,95,32.04,70.38,Cotton,DAP
Loamy,7.08,55.19,123,57,66,26.41,73.68,Wheat,Zinc Sulphate
Loamy,5.43,18.86,54,87,34,13.0,67.85,Wheat,Urea
Loamy,5.13,44.11,94,26,91,30.1,50.24,Rice,DAP
Sandy,7.23,36.52,144,36,82,17.04,56.43,Maize,DAP
Silt,6.87,14.16,71,72,34,26.14,72.57,Potato,MOP
Loamy,7.52,24.26,52,86,102,18.43,69.59,Cotton,Urea
Silt,5.74,36.02,33,23,42,13.14,76.38,Cotton,Urea
Clay,6.29,52.62,72,35,116,17.53,44.47,Potato,DAP
Loamy,6.12,45.38,80,52,17,23.16,30.27,Cotton,MOP
Loamy,8.44,41.09,32,84,113,24.82,45.99,Tomato,Urea
Clay,5.67,34.8,34,10,22,14.45,50.87,Wheat,Urea
Loamy,5.68,24.93,74,33,70,19.63,87.63,Potato,DAP
Silt,5.92,15.96,66,29,17,35.78,43.06,Maize,DAP
Sandy,6.76,30.45,116,81,114,37.31,79.58,Cotton,DAP
Silt,5.51,11.43,94,17,117,26.06,67.35,Tomato,DAP
Sandy,8.16,20.55,34,39,36,24.71,40.05,Wheat,Urea
Sandy,5.56,31.62,40,27,63,27.44,54.21,Tomato,Urea
Silt,8.08,30.93,55,86,12,16.44,60.61,Maize,Urea
Silt,4.91,12.21,63,22,42,39.81,50.65,Wheat,DAP
Silt,7.13,39.45,148,57,104,32.36,43.57,Cotton,NPK
Silt,8.13,37.48,61,69,37,17.16,45.17,Rice,MOP
Clay,5.17,13.91,52,35,94,18.16,65.11,Potato,Urea
Loamy,8.37,57.16,122,18,61,29.45,71.29,Potato,DAP
Sandy,6.31,14.97,59,62,38,19.69,58.14,Tomato,Urea
Silt,8.28,52.74,116,80,102,20.66,86.5,Cotton,Zinc Sulphate
Silt,7.21,10.02,134,18,70,33.43,73.71,Sugarcane,DAP
Silt,5.71,54.11,121,35,82,18.01,83.51,Sugarcane,DAP
Clay,5.25,10.99,83,42,70,31.16,58.54,Rice,Compost
Silt,5.71,47.89,47,42,31,38.05,30.89,Tomato,Urea
Silt,4.87,28.08,99,61,81,13.72,65.52,Cotton,Compost
Silt,5.08,46.91,131,49,66,14.33,79.1,Cotton,Compost
Loamy,4.92,30.09,105,13,54,38.29,62.19,Maize,DAP
Clay,6.19,13.55,125,37,90,16.11,64.07,Sugarcane,DAP
Silt,7.68,48.38,67,63,96,10.63,88.5,Rice,DAP
Sandy,5.07,13.56,28,77,112,36.06,51.97,Tomato,Urea
Sandy,5.02,56.11,129,58,39,18.47,78.11,Maize,MOP
Sandy,7.07,12.55,102,15,88,18.95,60.3,Wheat,DAP
Clay,5.29,33.97,97,42,23,16.81,57.82,Wheat,MOP
Clay,4.89,46.15,85,14,98,37.53,38.73,Maize,DAP
Sandy,5.17,29.66,158,27,89,33.23,74.9,Rice,DAP
Silt,8.19,20.86,109,12,57,27.9,79.4,Maize,DAP
Clay,7.79,47.95,91,11,27,23.6,55.85,Rice,DAP
Sandy,5.92,49.21,34,74,41,14.31,75.81,Tomato,Urea
Sandy,7.12,56.13,128,44,119,37.78,64.87,Cotton,DAP
Silt,6.65,28.81,59,60,47,32.49,45.45,Wheat,Urea
Loamy,7.21,35.31,105,77,62,18.37,85.42,Potato,Compost
Clay,7.23,28.16,52,44,24,38.42,71.81,Wheat,Urea
Silt,7.01,22.85,145,81,46,38.06,82.7,Maize,NPK
Sandy,5.56,47.55,149,53,58,29.79,46.89,Tomato,MOP
Sandy,4.66,26.98,128,38,42,39.55,84.98,Sugarcane,DAP
Silt,6.32,31.41,129,45,22,15.62,51.88,Maize,MOP
Clay,8.06,30.18,35,87,80,31.94,30.57,Cotton,Urea
Loamy,6.78,45.63,33,51,73,14.57,34.5,Maize,Urea
Loamy,7.83,55.89,65,16,28,30.75,35.36,Potato,DAP
Sandy,8.47,43.34,69,22,94,37.6,42.43,Rice,DAP
Clay,5.15,33.58,132,31,65,26.08,41.19,Potato,DAP
Loamy,7.27,48.96,152,66,46,32.89,33.47,Cotton,MOP
Clay,7.2,42.05,62,54,67,14.29,83.72,Tomato,NPK
Clay,8.42,13.03,67,63,18,29.0,79.7,Potato,MOP
Sandy,8.44,14.78,40,11,13,11.9,75.77,Wheat,Urea
Loamy,7.25,11.9,74,81,104,11.11,58.75,Rice,NPK
Silt,5.47,32.84,135,66,80,29.02,55.51,Maize,Compost
Sandy,7.69,51.29,127,84,22,27.18,55.52,Sugarcane,MOP
Loamy,4.93,25.65,21,43,72,19.88,45.71,Potato,Urea
Loamy,7.62,29.21,150,53,113,25.39,66.5,Sugarcane,NPK
Loamy,8.14,55.47,32,78,72,30.53,33.54,Rice,Urea
Loamy,6.03,51.85,40,62,70,29.34,69.53,Maize,Urea
Loamy,7.02,43.25,144,71,45,12.21,60.83,Sugarcane,SSP
Clay,6.22,23.34,57,42,17,30.34,78.99,Potato,Urea
Sandy,6.25,15.85,44,85,99,29.79,88.36,Rice,Urea
Clay,5.74,10.8,116,78,36,30.09,82.6,Potato,MOP
Silt,7.55,15.35,51,10,35,35.42,73.2,Sugarcane,Urea
Loamy,8.24,24.63,62,44,54,27.3,55.97,Rice,Zinc Sulphate
Sandy,8.26,37.59,32,34,51,38.14,42.87,Rice,Urea
Loamy,5.2,13.2,97,13,23,39.4,69.89,Maize,DAP
Sandy,8.0,16.81,44,82,93,32.56,42.1,Sugarcane,Urea
Clay,7.45,19.05,68,76,115,20.76,31.22,Potato,MOP
Sandy,5.51,41.6,107,19,118,14.29,64.39,Potato,DAP
Silt,4.77,40.79,139,29,101,34.6,53.65,Tomato,DAP
Silt,5.57,37.54,155,49,81,14.4,82.56,Rice,NPK
Sandy,8.15,22.53,145,76,61,14.39,68.75,Wheat,Zinc Sulphate
Sandy,7.03,28.56,30,84,78,37.57,68.84,Rice,Urea
Sandy,7.38,14.83,29,24,62,26.8,77.27,Tomato,Urea
Sandy,5.53,21.32,78,37,60,18.8,50.14,Rice,DAP
Silt,7.38,54.89,84,44,86,38.89,87.49,Cotton,NPK
